var1,var2,Cluster,Cluster_names
2.124243792043858,-0.04989335679457023,0,Extraversion
2.324317042506553,1.2848923029033064,0,Extraversion
2.345289174913011,0.23083386466063313,0,Extraversion
2.444254038169603,0.3298035717497577,0,Extraversion
2.1675578321770526,-0.6508499007242435,0,Extraversion
2.262594770595816,0.44351453834454946,0,Extraversion
2.253106406882218,0.14199443641342868,0,Extraversion
2.0913713689373186,0.14927730675403933,0,Extraversion
2.123360116080198,0.5417664626231273,0,Extraversion
2.266274828713048,-0.020607867473048543,0,Extraversion
2.2194130283435634,-0.12976294472184327,0,Extraversion
2.0979119461223594,0.007242641424530811,0,Extraversion
2.2433642641232576,1.2284226249846188,0,Extraversion
2.1059124547620174,0.09062580351222284,0,Extraversion
2.1870709053142887,0.1326237963220509,0,Extraversion
2.27956836801917,-0.13888821110157124,0,Extraversion
2.4113576968288624,-0.09393656854593294,0,Extraversion
2.3213934122364974,-0.020579217699480717,0,Extraversion
2.304151689234412,0.3216698739497385,0,Extraversion
2.277024344156139,0.20140341588039595,0,Extraversion
2.161042901881861,-0.3397046557393562,0,Extraversion
2.058795842558261,-0.019924852067530176,0,Extraversion
2.4240467951125795,0.621491096437542,0,Extraversion
2.0894046320064597,1.031560611911699,0,Extraversion
2.052740502948604,0.7903853272058454,0,Extraversion
2.0887555591461204,0.7749984925782331,0,Extraversion
2.3796386796548865,-0.08551212771712806,0,Extraversion
2.154769720671443,-0.14304947902283,0,Extraversion
2.151004344738698,0.7621413158917683,0,Extraversion
2.107914399964342,-0.12913295312830414,0,Extraversion
2.2914340353565787,-0.2554937907485298,0,Extraversion
2.3197777156253334,0.9678370533925733,0,Extraversion
2.4819016408866217,0.1989215267427175,0,Extraversion
2.157286029216517,-0.20994118666916164,0,Extraversion
2.1979381318785074,0.44827723537726755,0,Extraversion
2.258889275067046,-0.0821962907042797,0,Extraversion
1.9377167042357668,0.3666196807770523,0,Extraversion
2.194510903530447,0.34171988486124916,0,Extraversion
1.9854096638451084,0.48895056058423064,0,Extraversion
2.378364069668242,-0.012802730975742896,0,Extraversion
2.1228561784415825,0.3587778346589915,0,Extraversion
2.596236372508345,-0.2764914428816955,0,Extraversion
2.0850553882516545,0.48203324739725095,0,Extraversion
2.2253503873954354,0.4844306793591134,0,Extraversion
2.3009439571417207,0.7428452520903921,0,Extraversion
2.1453458741018467,0.6129790427267083,0,Extraversion
2.2028454796450534,-0.13588732642482743,0,Extraversion
2.5659331116914608,0.10256100728074805,0,Extraversion
2.1676663989675977,-0.19829229159603318,0,Extraversion
2.193086018631074,0.19567621996124626,0,Extraversion
2.3996260001760104,0.404939969151326,0,Extraversion
2.168217547449035,0.2619243004577793,0,Extraversion
2.1537447843807773,-0.004034966613168067,0,Extraversion
2.2592079943788663,0.680822999047405,0,Extraversion
2.2819932417680353,-0.15086276187033024,0,Extraversion
2.1214628638327775,-0.006570842065219141,0,Extraversion
2.135590418459342,0.20846267361753015,0,Extraversion
2.086775724327773,-0.378100763841502,0,Extraversion
2.2656234928593117,0.18641903609817737,0,Extraversion
2.246210978535281,0.5461684399883845,0,Extraversion
2.0666883718478104,0.3063084913513065,0,Extraversion
2.303127032868931,-0.4303801437991453,0,Extraversion
2.211212322554501,-0.2976445066233649,0,Extraversion
2.397794409660461,-0.34351366346059276,0,Extraversion
2.23166779482956,-0.28310938798560037,0,Extraversion
2.2270917795748257,0.282333518519433,0,Extraversion
2.170348680879828,0.8529715816226986,0,Extraversion
2.2288303847542354,0.7980686854132781,0,Extraversion
2.0794640573271,0.1547554151594418,0,Extraversion
1.988496449967462,0.3265629272934077,0,Extraversion
2.134816389053474,-0.0013651221231027583,0,Extraversion
2.1408774070010614,0.3010279481543214,0,Extraversion
2.337366575833383,0.8815036568654111,0,Extraversion
2.1592573757330684,0.5753330179899131,0,Extraversion
2.280065422264133,0.3683255019838281,0,Extraversion
2.244276453521446,0.9303090716480013,0,Extraversion
2.18642052545661,0.2839419822939928,0,Extraversion
2.2432689154894216,0.6253267442987478,0,Extraversion
2.1645913505048173,-0.21812135998789473,0,Extraversion
2.117961951309739,0.3611691253516397,0,Extraversion
2.2801256859439376,-0.027688082676462767,0,Extraversion
2.074246755260026,0.13572645209683085,0,Extraversion
2.131922139091258,-0.12067757232297557,0,Extraversion
2.02130429264471,0.24417426907536002,0,Extraversion
2.227971025789137,0.652262714703446,0,Extraversion
2.3406767549850978,-0.3608158903230797,0,Extraversion
2.142910626146261,0.09755063080507553,0,Extraversion
2.0843485805696633,0.5158972885789297,0,Extraversion
2.0718735350579043,0.6493445864893461,0,Extraversion
2.3890410352696105,-0.07863415227463848,0,Extraversion
2.1385162352300924,-0.14669692278111074,0,Extraversion
2.2360324072948052,0.08451624346994271,0,Extraversion
2.0910558075546417,0.16798066955010355,0,Extraversion
2.381084897498684,0.24737953408740732,0,Extraversion
2.4339951078443813,0.2115029598851099,0,Extraversion
2.0695200425502125,0.28212736994898263,0,Extraversion
